,stopword
10559,큰술
10560,큰술
10561,큰술
10562,큰술
10563,큰술
10564,
10565,개
10566,개
10567,줌
10568,줌
10569,줌
10570,개
10571,개
10572,적당량
10573,적당량
10574,큰술
10575,큰술
10576,큰술
10577,큰술
10578,큰술
10579,큰술
10580,큰술
10581,
10582,
10583,
10584,
10585,
10586,
10587,
10588,
10589,
10590,
10591,
10592,
10593,
10594,개
10595,개
10596,개
10597,반개
10598,개
10599,
10600,
10601,
10602,약간
10603,
10604,
10605,
10606,
10607,
10608,
10609,반캔
10610,개
10611,한캔
10612,두컵
10613,한큰술
10614,한큰술
10615,한큰술
10616,한큰술
10617,두큰술
10618,
10619,
10620,
10621,
10622,
10623,
10624,
10625,
10626,
10627,
10628,
10629,
10630,
10631,
10632,
10633,
10634,
10635,
10636,
10637,
10638,
10639,
10640,
10641,마리
10642,컵
10643,큰술
10644,개
10645,컵넉넉히
10646,한통
10647,
10648,큰술
10649,한큰술
10650,두큰술
10651,큰술
10652,한큰술
10653,한큰술
10654,한큰술
10655,한큰술
10656,반컵
10657,반개
10658,개
10659,장
10660,개
10661,개
10662,개
10663,개
10664,큰술
10665,큰술
10666,큰술
10667,
10668,줌
10669,개
10670,개
10671,
10672,개
10673,컵
10674,컵
10675,컵
10676,모
10677,
10678,
10679,
10680,
10681,
10682,
10683,
10684,
10685,
10686,
10687,모
10688,
10689,포기
10690,개
10691,
10692,컵
10693,큰술
10694,큰술
10695,약간
10696,약간
10697,개
10698,약간
10699,한개
10700,반개
10701,동전만큼
10702,반줌
10703,개
10704,줌
10705,큰술
10706,큰술
10707,큰술
10708,큰술
10709,큰술
10710,큰술
10711,큰술
10712,
10713,단
10714,큰술
10715,큰술
10716,큰술
10717,큰술
10718,큰술
10719,큰술
10720,약간
10721,약간
10722,
10723,컵
10724,큰술
10725,큰술
10726,작은술
10727,큰술
10728,큰술
10729,마리
10730,개
10731,개
10732,
10733,츠
10734,큰술
10735,큰술
10736,큰술
10737,꼬집
10738,
10739,
10740,
10741,
10742,
10743,
10744,
10745,
10746,
10747,
10748,
10749,
10750,
10751,
10752,
10753,
10754,
10755,
10756,
10757,
10758,
10759,
10760,
10761,
10762,
10763,
10764,한팩
10765,큰술
10766,약간
10767,반큰술
10768,쪽
10769,장
10770,장
10771,큰술
10772,큰술
10773,큰술
10774,큰술
10775,큰술
10776,약간
10777,인분
10778,한팩
10779,큰술
10780,약간
10781,큰술
10782,개
10783,반개
10784,한개
10785,
10786,큰술
10787,큰술
10788,반큰술
10789,반큰술
10790,개
10791,컵
10792,
10793,
10794,
10795,
10796,
10797,
10798,
10799,
10800,
10801,
10802,
10803,
10804,
10805,
10806,
10807,
10808,
10809,
10810,
10811,
10812,
10813,
10814,캔
10815,줄
10816,개
10817,큰술
10818,큰술
10819,큰술
10820,큰술
10821,개
10822,개
10823,약간
10824,공기
10825,봉지
10826,개
10827,개
10828,개
10829,개
10830,큰술
10831,한꼬집
10832,큰술
10833,반큰술
10834,컵
10835,컵
10836,반큰술
10837,작은술
10838,
10839,개
10840,개
10841,
10842,
10843,
10844,
10845,
10846,
10847,
10848,
10849,
10850,
10851,
10852,
10853,
10854,
10855,
10856,
10857,
10858,
10859,
10860,
10861,
10862,
10863,
10864,개
10865,큰술
10866,큰술
10867,큰술
10868,큰술
10869,큰술
10870,약간
10871,개
10872,개
10873,
10874,큰술
10875,큰술
10876,꼬집
10877,큰술
10878,큰술
10879,
10880,
10881,
10882,
10883,
10884,
10885,
10886,
10887,
10888,
10889,
10890,
10891,
10892,
10893,
10894,
10895,줄
10896,한공기
10897,한장
10898,개
10899,장
10900,장
10901,조금
10902,큰술
10903,
10904,
10905,
10906,
10907,
10908,
10909,
10910,
10911,
10912,
10913,장
10914,장
10915,약간
10916,약간
10917,약간
10918,
10919,개
10920,개
10921,개반
10922,개
10923,큰술
10924,큰술
10925,큰술
10926,컵
10927,인분
10928,
10929,
10930,
10931,
10932,
10933,
10934,
10935,
10936,
10937,
10938,
10939,
10940,
10941,
10942,
10943,
10944,
10945,
10946,
10947,
10948,
10949,
10950,
10951,
10952,
10953,
10954,
10955,
10956,
10957,인분
10958,개
10959,개
10960,개
10961,개
10962,약간
10963,큰술
10964,큰술
10965,약간
10966,약간
10967,한큰술
10968,
10969,
10970,
10971,
10972,
10973,
10974,
10975,
10976,
10977,
10978,
10979,
10980,
10981,
10982,
10983,
10984,
10985,
10986,
10987,
10988,
10989,
10990,
10991,마리
10992,약간
10993,한큰술
10994,반큰술
10995,반큰술
10996,반봉지
10997,약간
10998,개
10999,개
11000,약간
11001,개
11002,줌
11003,개
11004,꼬집
11005,큰술
11006,큰술
11007,큰술
11008,큰술
11009,모
11010,장
11011,큰술
11012,큰술
11013,큰술
11014,큰술
11015,약간
11016,
11017,
11018,
11019,
11020,
11021,
11022,
11023,
11024,
11025,
11026,줌
11027,컵
11028,컵
11029,숟가락
11030,컵
11031,개
11032,개
11033,개
11034,조금
11035,줌
11036,줌
11037,개
11038,개
11039,캔
11040,봉
11041,개
11042,개
11043,개
11044,개
11045,큰술
11046,큰술
11047,큰술
11048,큰술
11049,장
11050,줌
11051,
11052,마리
11053,장
11054,컵
11055,큰술
11056,큰술
11057,큰술
11058,큰술
11059,큰술
11060,약간
11061,한개
11062,반포기
11063,
11064,개
11065,한큰술
11066,반컵
11067,한개
11068,한개
11069,한큰술
11070,
11071,
11072,
11073,개
11074,개
11075,개
11076,개
11077,개
11078,큰술
11079,큰술
11080,큰술
11081,컵
11082,개
11083,개
11084,개
11085,
11086,
11087,
11088,
11089,
11090,
11091,
11092,
11093,
11094,
11095,
11096,
11097,
11098,
11099,
11100,
11101,
11102,
11103,
11104,
11105,
11106,
11107,
11108,
11109,
11110,
11111,
11112,
11113,
11114,
11115,
11116,
11117,
11118,
11119,
11120,
11121,
11122,봉지
11123,조금
11124,컵
11125,
11126,
11127,
11128,
11129,
11130,
11131,
11132,
11133,
11134,
11135,마리
11136,컵
11137,컵
11138,컵
11139,
11140,개
11141,컵
11142,큰술
11143,작은술
11144,작은술
11145,
11146,
11147,
11148,
11149,
11150,
11151,
11152,
11153,
11154,
11155,장
11156,적당량
11157,큰술
11158,컵
11159,큰술
11160,장
11161,쪽
11162,개
11163,큰술
11164,큰술
11165,마리
11166,
11167,
11168,
11169,
11170,
11171,
11172,
11173,
11174,
11175,마리
11176,마리
11177,마리
11178,큰술
11179,반큰술
11180,한큰술
11181,컵
11182,컵
11183,마리
11184,반개
11185,뿌리
11186,반줌
11187,약간
11188,약간
11189,약간
11190,
11191,
11192,국자
11193,
11194,
11195,
11196,
11197,
11198,
11199,
11200,
11201,
11202,
11203,
11204,
11205,
11206,
11207,
11208,
11209,
11210,
11211,
11212,
11213,인분
11214,약간
11215,약간
11216,과큰술
11217,큰술
11218,반큰술
11219,한줌
11220,한개
11221,개
11222,개
11223,쪽
11224,한큰술
11225,반큰술
11226,반큰술
11227,약간
11228,약간
11229,약간
11230,한줌
11231,중간사이즈캔
11232,개
11233,개
11234,개
11235,개
11236,약간
11237,약간
11238,약간
11239,인분소면
11240,한줌
11241,반큰술
11242,큰술
11243,반큰술
11244,약간
11245,개
11246,개
11247,팩
11248,컵
11249,컵
11250,장
11251,줌
11252,큰술
11253,큰술
11254,
11255,개
11256,개
11257,숟가락
11258,줄기
11259,줌
11260,개
11261,개
11262,숟가락
11263,컵
11264,컵
11265,큰술
11266,큰술
11267,
11268,
11269,
11270,
11271,
11272,
11273,
11274,
11275,
11276,
11277,
11278,
11279,
11280,
11281,
11282,
11283,
11284,
11285,
11286,줄
11287,마리
11288,개
11289,개
11290,큰술
11291,큰술
11292,큰술
11293,큰술
11294,큰술
11295,큰술
11296,약간
11297,
11298,
11299,
11300,
11301,
11302,한꼬집
11303,
11304,
11305,
11306,반큰술
11307,한큰술
11308,한큰술
11309,반개
11310,한큰술
11311,한큰술
11312,한큰술
11313,한줌
11314,
11315,반컵
11316,한큰술
11317,반큰술
11318,반큰술
11319,한큰술
11320,한큰술
11321,조금
11322,반모
11323,반개
11324,반컵
11325,큰술
11326,큰술
11327,한꼬집
11328,개
11329,큰술
11330,
11331,
11332,
11333,
11334,
11335,
11336,
11337,팩
11338,대
11339,
11340,
11341,개
11342,개
11343,큰술
11344,큰술
11345,큰술
11346,큰술
11347,큰술
11348,작은술
11349,
11350,장
11351,컵
11352,큰술
11353,큰술
11354,큰술
11355,큰술
11356,약간
11357,큰술
11358,적당량
11359,줄
11360,봉
11361,개
11362,개
11363,큰술
11364,
11365,
11366,
11367,
11368,
11369,
11370,
11371,
11372,
11373,
11374,컵
11375,컵
11376,컵
11377,컵
11378,큰술
11379,개
11380,개
11381,알
11382,개
11383,개
11384,두조각
11385,한줌
11386,반줌
11387,한줌
11388,개
11389,컵
11390,컵
11391,작은술
11392,적당량
11393,적당량
11394,
11395,개
11396,개
11397,개
11398,큰술
11399,큰술
11400,큰술
11401,큰술
11402,약간
11403,인분
11404,컵
11405,개
11406,개
11407,적당량
11408,컵
11409,큰술
11410,
11411,
11412,
11413,
11414,
11415,
11416,
11417,
11418,
11419,
11420,
11421,
11422,
11423,
11424,
11425,한컵
11426,두개
11427,두공기
11428,한큰술
11429,한큰술
11430,한큰술
11431,두큰술
11432,개
11433,컵
11434,컵
11435,컵
11436,큰술
11437,개
11438,개
11439,알
11440,팩
11441,개
11442,개
11443,작은술
11444,큰술
11445,큰술
11446,큰술
11447,
11448,장
11449,
11450,개
11451,
11452,
11453,반줌
11454,장
11455,약간
11456,약간
11457,
11458,
11459,
11460,
11461,
11462,
11463,
11464,
11465,
11466,
11467,
11468,
11469,
11470,
11471,
11472,
11473,
11474,
11475,
11476,
11477,
11478,
11479,
11480,인분
11481,개
11482,
11483,
11484,
11485,인분
11486,
11487,
11488,
11489,
11490,
11491,
11492,
11493,
11494,
11495,
11496,
11497,
11498,
11499,
11500,
11501,
11502,
11503,인분
11504,
11505,
11506,
11507,
11508,
11509,
11510,
11511,
11512,
11513,
11514,
11515,
11516,
11517,
11518,
11519,
11520,
11521,
11522,
11523,
11524,
11525,
11526,
11527,
11528,
11529,
11530,
11531,
11532,
11533,팩
11534,개
11535,줄기
11536,공기
11537,큰술
11538,큰술
11539,큰술
11540,큰술
11541,꼬집
11542,작은술
11543,개
11544,
11545,
11546,개
11547,
11548,반줌
11549,약간
11550,마리
11551,큰술
11552,쪽
11553,개
11554,공기
11555,줌
11556,대
11557,장
11558,큰술
11559,큰술
11560,큰술
11561,큰술
11562,큰술
11563,큰술
11564,약간
11565,
11566,
11567,
11568,
11569,
11570,
11571,
11572,
11573,
11574,
11575,줄기
11576,반줌
11577,약간
11578,큰술
11579,큰술
11580,인분
11581,
11582,
11583,
11584,
11585,
11586,
11587,
11588,
11589,
11590,
11591,
11592,줄
11593,한공기
11594,줄
11595,개
11596,쪽
11597,큰술
11598,큰술
11599,큰술
11600,약간옵션
11601,마리
11602,숟가락
11603,숟가락
11604,숟가락
11605,숟가락
11606,숟가락
11607,개
11608,두컵
11609,스푼
11610,숟가락
11611,큰술
11612,개봉지
11613,두줌
11614,큰술
11615,큰술
11616,과큰술
11617,약간
11618,
11619,
11620,
11621,
11622,
11623,개
11624,큰술
11625,
11626,
11627,
11628,줌
11629,줌
11630,개
11631,장
11632,
11633,줌
11634,
11635,개
11636,큰술
11637,큰술
11638,큰술
11639,큰술
11640,큰술
11641,약간
11642,
11643,장
11644,개
11645,장
11646,개
11647,개
11648,개
11649,장
11650,마리
11651,큰술
11652,큰술
11653,큰술
11654,큰술
11655,큰술
11656,약간
11657,약간
11658,한개
11659,
11660,한개
11661,개
11662,개
11663,두개
11664,인분
11665,봉지
11666,봉지
11667,개
11668,
11669,
11670,
11671,
11672,
11673,
11674,
11675,
11676,
11677,
11678,
11679,
11680,
11681,
11682,
11683,
11684,
11685,
11686,
11687,
11688,
11689,
11690,
11691,
11692,
11693,
11694,
11695,
11696,
11697,
11698,
11699,
11700,
11701,
11702,
11703,
11704,
11705,
11706,
11707,
11708,
11709,
11710,
11711,
11712,개
11713,개
11714,개
11715,큰술
11716,약간
11717,큰술
11718,큰술
11719,큰술
11720,큰술
11721,약간
11722,봉
11723,장
11724,컵
11725,컵
11726,적당량
11727,장
11728,공지
11729,스푼
11730,장
11731,
11732,
11733,줄
11734,개
11735,개
11736,약간
11737,개
11738,
11739,스푼
11740,스푼
11741,스푼
11742,스푼
11743,약간
11744,취향껏
11745,
11746,마리
11747,개
11748,개
11749,줌
11750,개
11751,단
11752,개
11753,약간
11754,숟가락
11755,꼬집
11756,숟가락
11757,숟가락
11758,숟가락
11759,숟가락
11760,숟가락
11761,약간
11762,숟가락
11763,숟가락
11764,숟가락
11765,
11766,
11767,
11768,
11769,
11770,
11771,
11772,
11773,
11774,
11775,
11776,
11777,
11778,
11779,
11780,
11781,
11782,
11783,
11784,공기
11785,장
11786,약
11787,줄
11788,약간
11789,개
11790,
11791,약간
11792,숟가락
11793,한개
11794,한줌
11795,개
11796,큰술
11797,큰술
11798,큰술
11799,큰술
11800,약간
11801,한캔
11802,인분
11803,반개
11804,반개
11805,한큰술
11806,반큰술
11807,반큰술
11808,반봉지
11809,반개
11810,한개
11811,개
11812,컵
11813,컵
11814,컵
11815,개
11816,숟가락
11817,숟가락
11818,약간
11819,약간
11820,약간
11821,봉지
11822,큰술
11823,큰술
11824,컵
11825,큰술
11826,약간
11827,개
11828,한줌
11829,스푼
11830,스푼
11831,적당량
11832,약간
11833,
11834,개
11835,톨
11836,공기
11837,큰술
11838,큰술
11839,큰술
11840,작은술
11841,약간
11842,
11843,
11844,
11845,
11846,
11847,
11848,
11849,
11850,
11851,
11852,
11853,
11854,
11855,
11856,
11857,
11858,
11859,
11860,큰술
11861,큰술
11862,큰술
11863,큰술
11864,큰술
11865,큰술
11866,큰술
11867,큰술
11868,큰술
11869,개
11870,컵
11871,
11872,
11873,
11874,
11875,
11876,
11877,
11878,
11879,
11880,
11881,
11882,
11883,
11884,
11885,
11886,
11887,컵
11888,개
11889,줄기
11890,반마리
11891,반개
11892,개
11893,개
11894,장
11895,작은술
11896,큰술
11897,큰술
11898,약간
11899,작은술
11900,작은술
11901,줄기
11902,팩
11903,큰술
11904,큰술
11905,큰술
11906,큰술
11907,큰술
11908,큰술
11909,큰술
11910,
11911,
11912,
11913,
11914,
11915,
11916,
11917,
11918,
11919,
11920,
11921,
11922,
11923,컵
11924,
11925,
11926,
11927,
11928,
11929,
11930,
11931,
11932,
11933,
11934,
11935,
11936,
11937,
11938,마리
11939,컵
11940,스푼
11941,스푼
11942,개
11943,약간
11944,스푼
11945,약간
11946,큰술
11947,큰술
11948,개
11949,한줌
11950,약간
11951,약간
11952,충분히
11953,약간
11954,
11955,
11956,마리
11957,개
11958,
11959,개
11960,개
11961,
11962,팩
11963,
11964,
11965,
11966,팩
11967,
11968,
11969,
11970,
11971,
11972,
11973,
11974,
11975,
11976,
11977,
11978,
11979,
11980,
11981,
11982,
11983,
11984,
11985,
11986,
11987,
11988,
11989,
11990,
11991,
11992,
11993,
11994,개
11995,개
11996,개
11997,큰술
11998,큰술
11999,큰술
12000,큰술
12001,큰술
12002,약간
12003,약간
12004,
12005,
12006,
12007,
12008,
12009,
12010,
12011,
12012,
12013,
12014,
12015,
12016,큰술
12017,대
12018,큰술
12019,큰술
12020,큰술
12021,약간
12022,약간
12023,큰술
12024,인분
12025,장
12026,개
12027,약간
12028,큰술
12029,
12030,
12031,
12032,
12033,
12034,
12035,
12036,
12037,
12038,
12039,
12040,
12041,
12042,마리
12043,큰술
12044,숟가락
12045,큰술
12046,큰술
12047,큰술
12048,큰술
12049,큰술
12050,큰술
12051,개
12052,개
12053,개
12054,조금
12055,컵
12056,장
12057,팩
12058,개
12059,줄기
12060,큰술
12061,큰술
12062,큰술
12063,큰술
12064,작은술
12065,컵
12066,컵
12067,컵
12068,큰술
12069,개
12070,개
12071,개
12072,장
12073,작은술
12074,개
12075,한줌
12076,한줌
12077,한줌
12078,
12079,컵
12080,컵
12081,개
12082,개
12083,톨
12084,약간
12085,개
12086,장
12087,작은술
12088,컵
12089,컵
12090,컵
12091,큰술
12092,한팩
12093,큰술
12094,큰술
12095,큰술
12096,한주먹
12097,약간
12098,인분
12099,한큰술
12100,한큰술
12101,반큰술
12102,약간
12103,약간
12104,반개
12105,반개
12106,반개
12107,약간
12108,
12109,큰술
12110,큰술
12111,큰술
12112,한꼬집
12113,한큰술
12114,컵
12115,개
12116,개
12117,
12118,
12119,
12120,
12121,
12122,
12123,
12124,
12125,
12126,
12127,
12128,
12129,
12130,
12131,반마리
12132,개
12133,개
12134,장
12135,개
12136,큰술
12137,큰술
12138,한꼬집
12139,큰술
12140,개
12141,개
12142,개
12143,개
12144,작은술
12145,
12146,
12147,
12148,
12149,
12150,
12151,
12152,
12153,
12154,
12155,컵종이컵기준
12156,숟가락
12157,숟가락
12158,컵
12159,개
12160,개
12161,숟가락
12162,숟가락
12163,
12164,
12165,
12166,
12167,
12168,
12169,
12170,
12171,
12172,
12173,
12174,
12175,
12176,
12177,
12178,
12179,
12180,
12181,
12182,한마리
12183,한큰술
12184,한큰술
12185,두큰술
12186,한큰술
12187,큰술
12188,반컵
12189,반개
12190,반개
12191,두개
12192,한큰술
12193,개
12194,개
12195,반큰술
12196,한큰술
12197,한개
12198,
12199,한장
12200,두컵
12201,큰술
12202,두큰술
12203,두큰술
12204,한큰술
12205,반큰술
12206,
12207,
12208,
12209,
12210,
12211,
12212,
12213,
12214,
12215,
12216,
12217,
12218,
12219,컵
12220,컵
12221,컵반
12222,컵반
12223,컵
12224,
12225,
12226,
12227,
12228,
12229,
12230,
12231,
12232,
12233,
12234,
12235,
12236,
12237,
12238,
12239,
12240,
12241,
12242,
12243,
12244,
12245,
12246,
12247,
12248,
12249,
12250,
12251,
12252,
12253,
12254,
12255,
12256,
12257,
12258,
12259,
12260,컵
12261,줌
12262,큰술
12263,큰술
12264,큰술
12265,큰술
12266,큰술
12267,약간
12268,큰술
12269,큰술
12270,
12271,개
12272,개
12273,
12274,
12275,
12276,
12277,
12278,
12279,
12280,한그릇
12281,한개
12282,한큰술
12283,한큰술
12284,한조각
12285,한큰술
12286,약간
12287,약간
12288,
12289,
12290,
12291,
12292,
12293,
12294,
12295,
12296,
12297,
12298,
12299,
12300,
12301,
12302,
12303,
12304,
12305,
12306,
12307,
12308,
12309,
12310,
12311,
12312,한팩
12313,한팩
12314,한큰술
12315,큰술
12316,큰술
12317,약간
12318,줌
12319,개
12320,
12321,개
12322,개
12323,개
12324,숟가락
12325,숟가락
12326,숟가락
12327,숟가락
12328,약간
12329,한공기
12330,반컵
12331,반캔
12332,개
12333,반큰술
12334,한꼬집
12335,한꼬집
12336,반작은술
12337,반큰술
12338,
12339,
12340,개
12341,모
12342,컵
12343,컵
12344,알
12345,약간
12346,약간
12347,취향대로
12348,
12349,두줌
12350,한개
12351,반줌
12352,한큰술
12353,두큰술
12354,큰술
12355,큰술
12356,한큰술
12357,한큰술
12358,개
12359,개
12360,모
12361,컵
12362,컵
12363,큰술
12364,큰술
12365,컵
12366,큰술
12367,개
12368,적당량
12369,적당량
12370,장
12371,개
12372,공기
12373,큰술
12374,큰술
12375,큰술
12376,컵
12377,컵
12378,컵
12379,컵
12380,
12381,
12382,
12383,
12384,
12385,
12386,
12387,
12388,
12389,
12390,
12391,
12392,
12393,
12394,
12395,
12396,
12397,
12398,
12399,
12400,
12401,
12402,개
12403,
12404,
12405,공기
12406,두마리
12407,두큰술
12408,한작은술
12409,두큰술
12410,한큰술
12411,한큰술
12412,한큰술
12413,반개
12414,두개
12415,
12416,반개
12417,한개
12418,
12419,
12420,
12421,
12422,
12423,
12424,
12425,
12426,
12427,
12428,
12429,
12430,개
12431,개
12432,대
12433,마리
12434,장
12435,스푼
12436,스푼
12437,스푼
12438,
12439,개
12440,개
12441,개
12442,개
12443,뿌리
12444,한줌
12445,개
12446,한줌
12447,장
12448,
12449,약간
12450,약간
12451,마리
12452,한조각
12453,한개
12454,약간
12455,
12456,
12457,약간
12458,
12459,
12460,마리
12461,개
12462,개
12463,
12464,개
12465,줌
12466,개
12467,대
12468,큰술
12469,큰술
12470,컵
12471,컵
12472,큰술
12473,큰술
12474,컵
12475,큰술
12476,개
12477,개
12478,약간
12479,약간
12480,컵
12481,컵
12482,컵
12483,컵
12484,개
12485,개
12486,개
12487,개
12488,알
12489,
12490,
12491,
12492,
12493,개
12494,
12495,
12496,
12497,
12498,
12499,
12500,
12501,
12502,
12503,
12504,
12505,쪽
12506,컵
12507,개
12508,큰술
12509,큰술
12510,꼬집
12511,톨
12512,작은술
12513,약간
12514,
12515,큰술
12516,반큰술
12517,큰술
12518,큰술
12519,큰술
12520,개
12521,
12522,개
12523,장
12524,한개
12525,한줌
12526,반큰술
12527,약간
12528,반큰술
12529,약간
12530,장
12531,인분
12532,반스푼
12533,
12534,
12535,
12536,
12537,
12538,
12539,
12540,
12541,
12542,
12543,
12544,개
12545,개
12546,개
12547,큰술
12548,큰술
12549,큰술
12550,큰술
12551,큰술
12552,컵
12553,개
12554,개
12555,알
12556,
12557,개
12558,개
12559,장
12560,숟가락
12561,숟가락
12562,숟가락
12563,숟가락
12564,숟가락
12565,숟가락
12566,
12567,
12568,
12569,
12570,
12571,
12572,
12573,
12574,
12575,
12576,
12577,줄기
12578,컵
12579,컵
12580,컵
12581,컵
12582,
12583,한대
12584,개
12585,한줌
12586,뿌리
12587,마리
12588,한줌
12589,개
12590,톨
12591,쪽
12592,
12593,약간
12594,한톨
12595,개
12596,한마리
12597,큰술
12598,반컵
12599,한큰술
12600,컵
12601,반작은술
12602,한큰술
12603,두개
12604,한개
12605,반개
12606,한개
12607,개
12608,컵
12609,한개
12610,두개
12611,
12612,
12613,큰술
12614,큰술
12615,큰술
12616,큰술
12617,큰술
12618,약간
12619,작은술
12620,
12621,개
12622,개
12623,개
12624,개
12625,큰술
12626,한꼬집
12627,작은술
12628,컵
12629,
12630,
12631,
12632,
12633,
12634,
12635,
12636,
12637,
12638,
12639,
12640,개
12641,개
12642,
12643,
12644,
12645,
12646,
12647,
12648,
12649,
12650,
12651,
12652,
12653,
12654,
12655,알
12656,
12657,개
12658,큰술
12659,큰술
12660,큰술
12661,큰술
12662,큰술
12663,
12664,약간
12665,약간
12666,
12667,
12668,
12669,
12670,
12671,
12672,
12673,
12674,
12675,
12676,
12677,
12678,
12679,
12680,
12681,
12682,
12683,줌
12684,큰술
12685,큰술
12686,컵
12687,큰술
12688,큰술
12689,큰술
12690,약간
12691,큰술
12692,
12693,개
12694,큰술
12695,큰술
12696,큰술
12697,약간
12698,큰술
12699,큰술
12700,
12701,큰술
12702,큰술
12703,큰술
12704,큰술
12705,큰술
12706,큰술
12707,큰술
12708,약간
12709,
12710,
12711,
12712,
12713,
12714,
12715,
12716,
12717,
12718,
12719,
12720,
12721,
12722,
12723,
12724,
12725,인분
12726,한큰술
12727,숟가락
12728,한봉지
12729,한개
12730,한개
12731,반개
12732,한큰술
12733,마리
12734,
12735,반개
12736,개
12737,반개
12738,개
12739,약간
12740,한줌
12741,
12742,
12743,
12744,
12745,
12746,
12747,
12748,약간
12749,약간
12750,약간
12751,
12752,
12753,
12754,
12755,
12756,개
12757,대
12758,큰술
12759,큰술
12760,약간
12761,한팩
12762,한팩
12763,반개
12764,반개
12765,반스푼
12766,반스푼
12767,반스푼
12768,반스푼
12769,한스푼
12770,
12771,
12772,
12773,
12774,
12775,
12776,
12777,
12778,
12779,
12780,
12781,약간
12782,한팩
12783,한봉지
12784,한개
12785,한개
12786,한큰술
12787,한큰술
12788,반큰술
12789,약간
12790,
12791,
12792,
12793,
12794,
12795,
12796,
12797,
12798,
12799,
12800,
12801,단
12802,개
12803,큰술
12804,큰술
12805,큰술
12806,약간
12807,약간
12808,약간
12809,약간
12810,
12811,개
12812,큰술
12813,큰술
12814,큰술
12815,큰술
12816,
12817,장
12818,반개
12819,
12820,공기
12821,주먹
12822,
12823,개
12824,큰술
12825,큰술
12826,큰술
12827,큰술
12828,큰술
12829,약간
12830,
12831,반큰술
12832,큰술
12833,큰술
12834,반큰술
12835,큰술
12836,큰술
12837,반개
12838,반개
12839,장
12840,
12841,
12842,
12843,
12844,
12845,
12846,
12847,
12848,
12849,
12850,
12851,
12852,
12853,
12854,
12855,
12856,
12857,
12858,
12859,
12860,
12861,
12862,
12863,
12864,
12865,
12866,
12867,
12868,
12869,
12870,
12871,
12872,
12873,
12874,
12875,
12876,
12877,토막
12878,마리
12879,대
12880,큰술
12881,작은술
12882,큰술
12883,마리
12884,개
12885,줌
12886,큰술
12887,큰술
12888,큰술
12889,큰술
12890,큰술
12891,큰술
12892,큰술
12893,약간
12894,
12895,
12896,
12897,
12898,
12899,
12900,
12901,
12902,
12903,
12904,
12905,
12906,
12907,
12908,
12909,
12910,
12911,
12912,
12913,
12914,컵
12915,
12916,개
12917,
12918,큰술
12919,큰술
12920,큰술
12921,큰술
12922,큰술
12923,큰술
12924,
12925,작은술
12926,큰술
12927,큰술
12928,큰술
12929,큰술
12930,반개
12931,큰술
12932,봉
12933,모
12934,개
12935,컵
12936,개
12937,줌
12938,큰술
12939,약간
12940,적당량
12941,적당량
12942,
12943,
12944,
12945,
12946,
12947,
12948,
12949,
12950,
12951,
12952,
12953,
12954,
12955,
12956,
12957,
12958,
12959,
12960,
12961,
12962,
12963,
12964,
12965,
12966,
12967,
12968,
12969,
12970,
12971,
12972,
12973,
12974,
12975,
12976,
12977,
12978,
12979,
12980,
12981,
12982,
12983,
12984,
12985,
12986,
12987,
12988,
12989,
12990,
12991,
12992,
12993,
12994,
12995,
12996,
12997,
12998,
12999,
13000,
13001,
13002,
13003,
13004,
13005,뿌리
13006,
13007,
13008,뿌리
13009,개
13010,개
13011,개
13012,마리소
13013,토막
13014,
13015,
13016,
13017,
13018,
13019,
13020,
13021,
13022,
13023,
13024,
13025,
13026,
13027,
13028,
13029,
13030,
13031,
13032,
13033,
13034,
13035,
13036,
13037,
13038,
13039,
13040,
13041,
13042,마리
13043,
13044,뿌리
13045,개
13046,팩
13047,개
13048,뿌리
13049,반줌
13050,덩이
13051,마리
13052,줌
13053,줌
13054,
13055,
13056,
13057,
13058,
13059,
13060,
13061,마리
13062,개
13063,한개
13064,반개
13065,한개
13066,반개
13067,두개
13068,반모
13069,큰술
13070,두큰술
13071,두큰술
13072,한큰술
13073,단
13074,두주먹
13075,마리
13076,개
13077,컵
13078,개
13079,티스푼
13080,꼬집
13081,
13082,
13083,
13084,
13085,
13086,
13087,
13088,
13089,
13090,
13091,
13092,
13093,
13094,마리
13095,포기
13096,개
13097,개
13098,개
13099,큰술
13100,큰술
13101,큰술
13102,큰술
13103,큰술
13104,
13105,
13106,
13107,개
13108,톨
13109,대
13110,인분
13111,컵
13112,작은술
13113,큰술
13114,작은술
13115,장
13116,약간
13117,줌
13118,개
13119,큰술
13120,개
13121,큰술
13122,큰술
13123,큰술
13124,큰술
13125,큰술
13126,큰술
13127,큰술
13128,큰술
13129,약간
13130,
13131,
13132,
13133,
13134,
13135,
13136,
13137,
13138,
13139,
13140,
13141,
13142,
13143,봉지
13144,스푼
13145,스푼
13146,스푼
13147,스푼
13148,스푼
13149,스푼
13150,스푼
13151,마리
13152,
13153,큰술
13154,큰술
13155,큰술
13156,큰술
13157,큰술
13158,큰술
13159,큰술
13160,약간
13161,약간
13162,약간
13163,큰술
13164,마리
13165,개
13166,개
13167,반개
13168,한개
13169,개
13170,한컵
13171,컵
13172,공기
13173,숟가락
13174,개
13175,
13176,개
13177,약간
13178,약간
13179,약간
13180,반캔
13181,인분
13182,반컵
13183,개
13184,약간
13185,약간
13186,약간
13187,약간
13188,팩
13189,반개
13190,반개
13191,한모
13192,한컵
13193,개
13194,두큰술
13195,
